sampleID,Kartez,family,genus_new,species_new,genus_old,species_old,Native,PhotoPath,LifeHistory,FunctionalGroup,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,sla,ldmc,lf_petiole_ind,lf_iso_mass,lf_iso_d15N,lf_iso_d13C,lf_iso_pN,lf_iso_pC,lf_iso_CN,stem_wet_mass,stem_length,stem_diam_1,stem_diam_2,root_wet_mass,root_length,root_diam_1,root_diam_2,stem_dry_mass_1,stem_dry_mass_2,sdmc,sdens,root_dry_mass_1,root_dry_mass_2,rdmc,rdens,fine_root_length_sum,fine_root_p95_diam,fine_root_volume_sum,fine_root_wet_mass,fine_root_dry_mass,fr_dmc,srl,fr_dens,seed_mass_sum,seed_n,seed_mass
669,PEAN,Asteraceae,Pectis,angustifolia,Pectis,angustifolia,y,C4,a,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79075246,0.050378181,0.008462976,9.54,0.53,0.055555556,0.13981393,62.62572454,NA,NA,NA
372,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_blue,21.97156896,5,TRUE,0.7956,0.1702,129.0926496,0.213926596,FALSE,NA,NA,NA,NA,NA,NA,0.08,15.7,2.6,1.9,0.2432,62.7,2.3,1.3,0.0205,0.0205,0.25625,3.2577e-4,0.0862,0.0859,0.353207237,5.24883e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_blue,26.9160752,5,TRUE,1.0741,0.2625,102.5374293,0.244390653,FALSE,3.186,0.956528571,-30.37371429,1.662207362,49.48024616,29.76779389,0.1462,8.4,4.1,3.3,0.1216,46.8,1.5,1.4,0.0458,0.0449,0.307113543,4.95206e-4,0.0358,0.0358,0.294407895,4.63062e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_blue,24.70446672,5,TRUE,0.9631,0.2308,107.0384173,0.23964282,FALSE,3.014,-1.348471429,-30.36771429,1.755157577,49.80386368,28.37572211,0.0825,14.3,2.2,2.3,0.0453,30.2,0.7,0.9,0.0248,0.0248,0.300606061,4.36104e-4,0.0151,0.0148,0.326710817,9.69905e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_blue,17.72448068,5,TRUE,0.6409,0.1451,122.153554,0.226400374,FALSE,3.065,-1.433471429,-30.42371429,2.059303784,49.92397217,24.24313138,0.1785,13.1,3.3,3.6,0.0716,26.6,1.5,1.5,0.065,0.0645,0.361344538,5.26365e-4,0.0255,0.0252,0.351955307,5.36101e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.82422075,0.13924258,0.4947518,537.81,45.54,0.084676745,1.015968582,92.04615325,NA,NA,NA
527,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.00416936,0.197344001,0.503925471,468.06,66.09,0.141199846,3.477657915,131.1503462,NA,NA,NA
528,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.48638388,0.203628618,0.696883274,538.89,71.09,0.131919316,2.789332545,102.0113449,NA,NA,NA
819,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.211,20,0.31055
820,PEFE,Scrophulariaceae,Penstemon,fendleri,Penstemon,fendleri,y,C3,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.064,16,0.379
721,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,core_black,1.7645126,9,TRUE,0.0619,0.0088,200.5127955,0.142164782,FALSE,3.032,2.201444444,-28.94455556,2.737026086,46.09906716,16.84275769,0.1769,33.9,2.5,2.4,0.1812,13.7,3.9,3.8,0.0251,0.0252,0.142453363,1.57659e-4,0.041,0.0411,0.226821192,2.57683e-4,NA,NA,NA,17.54,1.84,0.104903079,NA,NA,NA,NA,NA
722,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,core_black,1.55999688,6,TRUE,0.0814,0.0101,154.4551366,0.124078624,FALSE,3.022,2.665444444,-26.10155556,2.315994374,40.98087442,17.69472106,0.0746,33.8,1.6,1.5,0.1906,33.5,2.9,1.9,0.0134,0.0127,0.170241287,1.9906e-4,0.0409,0.0407,0.213536201,2.64728e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,core_black,1.9903186,6,TRUE,0.106,0.0119,167.2536639,0.112264151,FALSE,3.205,3.174444444,-29.42755556,2.354635025,45.27069416,19.22620435,0.179,31.5,2.8,2.7,0.1558,22.8,3,1.7,0.0293,0.029,0.162011173,1.54983e-4,0.0363,0.036,0.231065469,3.54982e-4,NA,NA,NA,7.26,1.34,0.184573003,NA,NA,NA,NA,NA
821,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.414,7,0.916285714
822,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.676,4,0.669
823,PHCR,Hydrophyllaceae,Phacelia,crenulata,Phacelia,crenulata,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.901,19,0.626368421
142,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,2.27935028,10,TRUE,0.0695,0.0214,106.5116953,0.307913669,FALSE,3.244,-1.8299625,-26.866375,1.010605615,37.66065688,37.26543404,0.0301,8.8,1.4,1.7,0.2588,34.2,3.2,2.3,0.013,0.0129,0.428571429,7.74463e-4,0.119,0.1193,0.460973725,5.82104e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,1.4741906,5,TRUE,0.0483,0.0149,98.93896644,0.308488613,FALSE,NA,NA,NA,NA,NA,NA,0.0808,9.8,2.1,3.2,0.568,31.8,3.9,4.6,0.0328,0.0325,0.402227723,5.92768e-4,0.2463,0.2454,0.432042254,5.42749e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,1.43999712,5,TRUE,0.0475,0.0122,118.0325508,0.256842105,FALSE,NA,NA,NA,NA,NA,NA,0.0341,10.7,1.8,1.3,0.1801,34.5,2.5,1.8,0.0123,0.0121,0.35483871,5.94154e-4,0.0679,0.0677,0.375902277,5.35776e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,2.22386652,5,TRUE,0.0689,0.0183,121.5227607,0.265602322,FALSE,3.178,3.9126375,-27.456375,2.965477362,39.05881022,13.17117127,0.0484,9.7,2.1,2.1,0.4721,40.1,2.7,4.1,0.02,0.0199,0.411157025,5.92316e-4,0.1968,0.196,0.415166278,5.30849e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,2.27870512,10,TRUE,0.0875,0.0161,141.5344795,0.184,FALSE,3.229,3.3430375,-27.214375,2.357855336,41.35794849,17.54049447,0.0626,11.5,2.1,2.5,0.4131,45.4,3,2.2,0.0243,0.024,0.383386581,5.01043e-4,0.1493,0.1493,0.361413701,6.14547e-4,NA,NA,NA,NA,NA,NA,NA,NA,6.266,13,0.482
293,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,1.38515852,5,TRUE,0.0535,0.0153,90.5332366,0.285981308,FALSE,NA,NA,NA,NA,NA,NA,0.0343,15,1.4,1.3,0.2654,17.9,4.2,3.5,0.0129,0.0127,0.370262391,5.91231e-4,0.1204,0.1199,0.451770912,5.738e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.233,4,0.55825
535,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.59817114,0.034775198,0.008375961,11.43,0.778,0.068066492,0.039697582,92.88486416,NA,NA,NA
536,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.99842327,0.021121585,0.007611566,4.72,0.235,0.049788136,0.013056699,30.87406592,NA,NA,NA
537,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.83388076,0.040209193,0.016248889,13.33,0.77,0.057764441,0.02980582,47.3878538,NA,NA,NA
806,LEFE,Brassicaceae,Physaria,fendleri,Physaria,fendleri,y,C3,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.105,4,0.52625
72,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,11.91804068,5,TRUE,0.5451,0.1103,108.0511394,0.202348193,FALSE,3.201,-1.4689625,-27.771375,1.692725991,37.060679,21.89408043,0.0594,6.1,2.7,1.8,0.078,20.4,1.9,1.4,0.0153,0.0149,0.250841751,6.06247e-4,0.0193,0.0194,0.248717949,4.41371e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,3.65289592,5,TRUE,0.1557,0.0326,112.0520221,0.209377007,FALSE,NA,NA,NA,NA,NA,NA,0.0394,6.5,1.9,2,0.048,29,0.6,1.3,0.0078,0.0076,0.192893401,3.91423e-4,0.0097,0.0091,0.189583333,4.23534e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,6.96708284,5,TRUE,0.237,0.0551,126.4443347,0.232489451,FALSE,3.222,0.6326375,-27.687375,3.204583585,41.04118376,12.80702552,0.0563,5.6,2,2.1,0.0847,25,1.3,2.1,0.0141,0.0138,0.245115453,7.46462e-4,0.0194,0.0192,0.226682409,3.32225e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,10.6709464,5,TRUE,0.4051,0.0913,116.8778357,0.22537645,FALSE,3.163,1.3745375,-28.121375,2.958597701,40.35466769,13.63979553,0.0551,4.5,2.6,3.6,0.2406,34.7,3.3,1.4,0.0106,0.0102,0.185117967,2.97732e-4,0.0459,0.0456,0.189526185,2.87326e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,7.02063112,5,TRUE,0.2485,0.0451,155.6680958,0.181488934,FALSE,NA,NA,NA,NA,NA,NA,0.0293,6,0.6,1.7,0.0371,30.2,1.1,0.5,0.0042,0.0038,0.129692833,5.66547e-4,0.008,0.0078,0.210242588,4.90821e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.40767741,0.045796263,0.054589098,36.45,2.452,0.067270233,0.062221378,44.91739382,NA,NA,NA
683,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.66205647,0.047616849,0.068046532,82.26,3.12,0.037928519,0.062824624,45.85097723,NA,NA,NA
684,LEPI3,Brassicaceae,Physaria,pinetorum,Physaria,pinetorum,y,C3,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.46793496,0.039020144,0.03264725,41.98,1.611,0.038375417,0.044175794,49.3456567,NA,NA,NA
470,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_black,1.02064312,8,TRUE,0.029,0.0066,154.642897,0.227586207,FALSE,3.091,2.907733333,-28.70966667,2.087917631,45.66393068,21.87056137,NA,NA,NA,NA,0.0044,20.5,0.4,0.3,NA,NA,NA,NA,3e-4,3e-4,0.068181818,1.51077e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_black,1.55548076,7,TRUE,0.0512,0.0088,176.7591773,0.171875,FALSE,3.288,4.084133333,-29.16166667,2.914344767,46.33051197,15.89740257,NA,NA,NA,NA,0.0084,20.7,0.9,0.4,NA,NA,NA,NA,0.0011,0.001,0.119047619,1.38743e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_black,0.92128848,7,TRUE,0.0196,0.0042,219.3544,0.214285714,FALSE,1.295,2.541333333,-28.35166667,2.868355884,45.0062857,15.69062122,NA,NA,NA,NA,0.005,29.2,0.2,0.6,NA,NA,NA,NA,6e-4,3e-4,0.06,7.55e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58862428,0.038139948,0.003528961,4.14,0.289,0.069806763,0.027293442,81.89378304,NA,NA,NA
551,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3372488,0.017893105,9.34e-4,1.37,0.073,0.053284672,0.021874306,78.14771837,NA,NA,NA
724,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_blue,5.86643988,4,TRUE,0.2622,0.057,102.9199979,0.217391304,FALSE,3.2,0.998444444,-28.07155556,1.685261929,44.42527047,26.36104793,NA,NA,NA,NA,0.1582,23.2,2.3,2.4,NA,NA,NA,NA,0.0584,0.0583,0.36852086,5.79282e-4,NA,NA,NA,13.74,1.133,0.082459971,NA,NA,NA,NA,NA
725,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_blue,4.67870032,3,TRUE,0.1655,0.0339,138.0147587,0.204833837,FALSE,3.084,0.205444444,-27.58155556,0.819000781,44.99734505,54.94176084,NA,NA,NA,NA,0.0265,15.9,1.7,1,NA,NA,NA,NA,0.0108,0.0102,0.38490566,4.38352e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,core_blue,6.95030868,5,TRUE,0.3024,0.0761,91.33125729,0.251653439,FALSE,3.057,1.302444444,-28.24055556,0.883661199,42.90911273,48.55833068,0.2092,11.2,5.2,2.6,0.0426,12.7,2.1,1.7,0.0486,0.0486,0.232313576,3.50272e-4,0.0176,0.0172,0.403755869,4.75912e-4,NA,NA,NA,4.12,0.19,0.046116505,NA,NA,NA,NA,NA
827,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.841,19,0.517947368
828,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722,20,0.4861
829,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.173,20,0.45865
830,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.836,16,0.73975
831,PLPA2,Plantaginaceae,Plantago,patagonica,Plantago,patagonica,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.961,20,0.89805
348,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_PJ,0.63354712,5,TRUE,0.0387,0.0016,395.96695,0.041343669,FALSE,NA,NA,NA,NA,NA,NA,0.0099,21.1,0.3,0.1,NA,NA,NA,NA,0.0011,9e-4,0.090909091,0.001253281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256,5,0.0512
428,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,1.50902924,10,TRUE,0.1097,0.0058,260.1774552,0.052871468,FALSE,2.562,5.321933333,-13.86266667,2.859571853,43.56932254,15.23630977,0.0788,33.1,1.2,0.9,0.0144,43.4,0.8,0.2,0.0113,0.0112,0.14213198,3.8813e-4,0.0035,0.0035,0.243055556,3.66717e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.59,10,0.059
429,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,1.2387072,10,TRUE,0.0824,0.0034,364.3256471,0.041262136,FALSE,NA,NA,NA,NA,NA,NA,0.0237,16,0.5,0.7,0.0096,24,0.2,0.5,0.0032,0.0032,0.135021097,7.00866e-4,0.0025,0.0023,0.239583333,9.38607e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.84,15,0.056
430,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,1.10773972,10,TRUE,0.0657,0.0021,527.4951048,0.03196347,FALSE,NA,NA,NA,NA,NA,NA,0.0418,23.7,0.6,0.8,0.0067,21.8,0.5,0.1,0.0059,0.0049,0.11722488,5.33602e-4,0.0017,0.0014,0.208955224,7.91301e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.693,12,0.05775
571,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.58152719,0.028377008,0.034685666,45.3,2.6,0.057395143,0.03904987,74.95891775,NA,NA,NA
572,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.12293058,0.025268211,0.014113347,24.49,1.596,0.065169457,0.044182462,113.0844476,NA,NA,NA
573,POHA5,Portulacaceae,Portulaca,halimoides,Portulaca,halimoides,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.09325531,0.034135716,0.01844077,22.75,1.98,0.087032967,0.065795474,107.370788,NA,NA,NA
180,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,3.03160684,5,TRUE,0.2036,0.0123,246.4721008,0.060412574,FALSE,2.731,5.592533333,-13.13266667,2.020363682,37.37183911,18.49758014,0.0532,21.3,1.3,1.4,0.0721,35.8,1.8,0.5,0.006,0.0058,0.109022556,1.90148e-4,0.0104,0.0103,0.142857143,2.50335e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.108,20,0.1054
181,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,5.71031116,5,TRUE,0.3603,0.033,173.0397321,0.091590341,FALSE,3.181,7.136533333,-12.73766667,1.994456543,35.33363012,17.71591878,0.1208,27.4,1.7,1.8,0.0838,30.1,0.7,2.1,0.0123,0.0127,0.10513245,1.9265e-4,0.0127,0.0125,0.149164678,2.49021e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.136,20,0.1068
182,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,2.25870516,5,TRUE,0.1451,0.0113,199.8854124,0.077877326,FALSE,2.875,4.247533333,-12.57466667,1.531290427,35.53977282,23.20903481,0.0818,23.8,1.4,1.6,0.0476,19.9,1,1.7,0.0103,0.0097,0.118581907,2.30293e-4,0.0083,0.0081,0.170168067,2.78133e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.085,19,0.109736842
183,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,0.78322424,5,TRUE,0.041,0.0029,270.0773241,0.070731707,FALSE,NA,NA,NA,NA,NA,NA,0.1053,26.4,1.8,1.6,0.0699,24.8,1.9,0.9,0.0138,0.0136,0.129154796,2.26698e-4,0.0125,0.0023,0.032904149,5.78e-5,NA,NA,NA,NA,NA,NA,NA,NA,1.859,20,0.09295
184,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,1.83677052,5,TRUE,0.1282,0.008,229.596315,0.062402496,FALSE,NA,NA,NA,NA,NA,NA,0.1555,29.3,1.9,1.9,0.0973,27.8,2.1,1.3,0.0181,0.0179,0.11511254,2.15471e-4,0.0151,0.0147,0.151079137,2.28741e-4,NA,NA,NA,NA,NA,NA,NA,NA,1.802,18,0.100111111
562,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.15650068,0.046427218,0.0332455,24.45,1.476,0.060368098,0.040822535,44.39698643,NA,NA,NA
563,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.14455979,0.031767825,0.016245132,16.23,0.82,0.050523722,0.035429492,50.47666112,NA,NA,NA
564,POOL,Portulacaceae,Portulaca,oleracea,Portulaca,oleracea,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.73088696,0.026434034,0.008876528,16.44,0.81,0.049270073,0.028192656,91.25189839,NA,NA,NA
325,RHTR,Anacardiaceae,Rhus,trilobata,Rhus,trilobata,y,C3,p,s,core_PJ,18.22706032,5,TRUE,0.334,0.1202,151.6394369,0.35988024,FALSE,3.255,-4.477466667,-26.95866667,1.274198237,49.231831,38.63749734,0.2905,34.5,2.8,3.5,0.7978,28.1,5.2,5.9,0.115,0.1148,0.395180723,4.25235e-4,0.3761,0.3756,0.470794685,5.51783e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,RHTR,Anacardiaceae,Rhus,trilobata,Rhus,trilobata,y,C3,p,s,core_PJ,16.80512768,5,TRUE,0.2533,0.082,204.9405815,0.323726806,FALSE,3.21,-2.193466667,-27.87366667,1.427523,48.71185563,34.12334206,0.3612,19.6,4.3,4.3,0.3577,21.9,4.3,3.9,0.1498,0.1498,0.414728682,5.26295e-4,0.1583,0.1583,0.442549623,5.4706e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
